advertising_id,event_date
5d80a183-28ae-4a74-b285-3f2d216b3704,2023-06-15
92251c73-8cf9-4894-85aa-41ff65a4a832,2023-05-31
e075fad8-ba37-4c00-a945-0e585ab66115,2023-06-04
2275e824-a4af-4ac0-a36f-c790ba55446e,2023-06-04
c5f43784-f898-4bd1-b0c7-30bf7695c342,2023-06-04
3b4a65c6-231a-4af3-ad78-38fa67f68f43,2023-05-31
5e9ee087-4c0d-4b62-9884-1f2d57962866,2023-05-31
d3e396b2-dfb5-411b-83ae-5645755c4f90,2023-06-03
21cd8e7d-6a98-44e9-a0bd-fde189ba7842,2023-06-03
e301d5fb-6d3b-4c7e-b3f6-38af7ad975f5,2023-05-31
64dc8dee-1b90-4810-9215-decc2a14765d,2023-06-03
86027505-1f38-4c9f-b438-124504bb6fb5,2023-06-03
011dbdef-c4cd-45a7-837b-a486eb27a518,2023-06-19
c17e4564-33b3-4512-9f80-ba452f9e4a13,2023-06-21
e161b57d-b672-497e-8919-99c3d6c87b83,2023-07-13
4c82c191-7ba9-41f9-ab45-e5be326cf9aa,2023-06-13
48580e5e-69a7-4516-a17e-8c3aa1418bf1,2023-05-31
1b250322-485d-4425-8611-935bfc5458dd,2023-05-31
74a31dee-87c6-436c-94df-38924a7f41f8,2023-05-31
126fdf3c-0150-4943-ba79-3474bf914f4f,2023-05-31
b6b99100-5bf9-4f30-8de4-902841cf103b,2023-07-10
aea173f1-0b6d-4b59-a5e2-f625c5fcdcc4,2023-07-13
f34a22a1-7f84-4122-961c-30934c595cce,2023-07-13
be709773-1ecb-43e3-b269-4d6740f4ce5f,2023-07-11
2619eb54-7696-49b3-9483-da49c79d88dd,2023-07-13
b9f5250e-f4fb-4cdc-8e86-8566933a93bf,2023-07-12
173b028a-acda-4781-a64b-99ecf36d88a2,2023-07-14
056703bd-af45-448e-a155-87ffde447666,2023-07-14
1b398549-a934-4c39-9919-c045f4414295,2023-07-14
5ed4093f-35f2-4271-b234-ab84d651c866,2023-07-14
9949520d-355b-4d24-9f4e-66a815f28361,2023-07-14
0b1b8acd-1cf6-4d22-8a94-9b3f7df7a790,2023-07-14
0963bf07-8cb0-4c0f-8e42-086cf4cae371,2023-07-14
1c8ed810-10e7-4532-86f0-eaae9c1c013b,2023-07-14
607b2f79-dd47-443e-b848-d6938f5fff38,2023-07-10
2281dd4a-03f1-4e83-a54c-195a449817c6,2023-07-14
8aa2d442-6a83-49cc-83c0-b44b9784276b,2023-06-21
c6aee19a-c5cf-4c8f-b2ce-fa9fe49ebfc7,2023-06-23
76352ac4-1884-41eb-91df-df7b1ac0e55c,2023-06-23
8ff62993-cc99-43ce-91ef-367720419d12,2023-06-23
4c39aff1-9676-4089-b591-627940629f98,2023-06-23
5151bb2c-3096-4e89-9554-abbbef24d97a,2023-06-19
7f76bc9b-4245-4a79-b812-230f57ef6084,2023-06-03
76a461c1-16f3-45cd-877c-35eca2d98af6,2023-06-04
c3c4b7ea-c87f-497b-96b7-3de99c2b3bc2,2023-06-04
3e562ee9-7bfd-4262-9765-97fabcd0b643,2023-06-21
5c5c723f-0e46-4925-8cd0-a55aa4d8dbf7,2023-06-21
7e95bbb2-5fee-4eb1-be23-6e5ee132f3e4,2023-06-21
351ccda7-c776-4f1b-b0a5-5bc707b85f99,2023-07-10
cc5dda98-283a-4604-88d4-e734b6648197,2023-07-10
9b46371c-5223-4339-9788-3d90fa425185,2023-07-10
7db43639-03aa-45d2-8ac7-b0caf54d9dec,2023-07-10
f82e8a4d-6245-4b16-9a07-2a061314bbd4,2023-07-15
eca3f5cb-14fc-4efc-b56f-35f41674bb78,2023-07-15
eb0658d2-f53b-43f0-9c92-c85752c0cdb8,2023-07-15
80f4582b-db4b-4beb-91e2-047538220808,2023-07-15
b05c454b-998b-444b-be53-d27519370482,2023-07-15
28047984-52b8-49d0-b0af-fdec3fc73dde,2023-07-15
0ed819d3-ad60-4cd6-99d3-40c58cbe7af6,2023-07-15
273abb1d-7e9b-4089-be0d-d0c8ccd7c319,2023-07-15
3e422115-f4df-4a35-8746-ae8f5b31e2f7,2023-07-15
00fa64cc-8e80-4675-b0a9-0a31c1034044,2023-06-18
b572f6eb-3c6b-46d8-9a96-a561e20e30a6,2023-06-18
48e1f89e-77d2-4d51-9ea0-4868235ee088,2023-06-17
7232a923-71d7-436a-a2f3-3d31fcc521ee,2023-06-18
c8e19408-2962-4e87-917f-28fb684108b3,2023-06-18
a9b16a4e-5a75-4d43-a184-1e7d58f070c3,2023-06-18
ce21e4cf-9032-4a7d-9c29-a88f1a657bf0,2023-07-12
56056737-07fe-4d85-963c-23381ef5b5c2,2023-07-11
d7d2da59-0aa0-4c35-a01e-d1bfdcc64e4f,2023-07-12
9e81e60e-74b4-46b4-a7f6-f304ebd6a433,2023-07-12
0c0053d6-f565-4c97-a249-01195bebd82a,2023-07-11
0b3bdfae-2f37-4c9b-b8d3-5a8a85e0b22f,2023-06-22
01723863-cb1c-48af-b1eb-55ac0f16fe00,2023-06-17
01f66ab5-157a-4518-afe1-7bd279cf209c,2023-06-22
5e786810-9a85-46e3-890e-bac5fe1592c1,2023-06-21
7bb8127f-035a-4110-8bd1-3851ea68b0b9,2023-06-22
40e35064-3a25-4acd-b9c7-6ef020bd5ed0,2023-06-22
ad70ee92-a2cf-4aa1-8e4f-e91176070784,2023-06-24
b9caa780-c88c-4023-807e-005683efa451,2023-06-24
e01b37e8-f0a7-444e-ac1b-de8951b71251,2023-07-11
4e552ff5-220e-4008-bc90-c6343873f982,2023-06-18
4658ae3f-3bee-4935-903e-2ac683a24c6e,2023-06-13
2709b6d9-32d3-459d-b2e9-8f2d5e648732,2023-07-16
f562b7e6-3771-427b-99de-514ed44dde1f,2023-07-16
93abb98f-582e-41a8-ba17-f5ad638dbd16,2023-07-16
921a8ad0-fc3f-4768-b830-59d604434255,2023-05-31
cb92fc5b-d0cf-4cc6-bcba-52f492bab22e,2023-05-31
11c62d2c-0781-4817-8ceb-60720aa8c73b,2023-06-03
5526df93-dc09-4379-9a02-55ca7081de1a,2023-07-13
3a3719d0-993f-6d61-1ae4-8e001d783422,2023-06-03
65676a1c-8ff8-4a7b-a4b9-f10cbd1bc164,2023-06-03
92ddb53d-4d48-45ec-8f8e-3a8a9bd5ae2d,2023-06-03
7dcd3ef1-8d61-4686-b5d1-a5bae13b07e7,2023-06-03
d4f59c54-4722-4523-8fb0-1681d9861495,2023-06-03
af8c0605-5e17-44e6-95da-e43b822fbc64,2023-06-03
55c577b8-d6a8-43e8-9142-389189fe2101,2023-06-18
8ffb6990-f74b-4eed-9018-399681b4abfb,2023-06-17
20a53ca3-dcce-4eed-8646-b79084dfda6b,2023-06-14
48593a00-abed-4139-b4e5-6e980bc52c3d,2023-06-19
0129be89-5218-4a8b-b062-4800ec8c984b,2023-07-14
e47fa371-7bda-d5e4-cefd-63ecb62f40ae,2023-05-31
f63d18ab-18da-4866-8a68-238265161521,2023-07-12
500d80d1-e2db-4ef0-addb-fe8d1de0dcff,2023-07-13
8b124903-6963-40f1-a134-7b5d6d32cfa9,2023-07-13
b910d063-60e4-47b5-a6df-ce586f5b7354,2023-07-13
389adbe7-a3c2-4671-9325-fa629bca4c02,2023-07-13
36fc8533-ffe8-4a69-bfb0-882e098c8b50,2023-07-12
507250d7-e764-40b6-8152-391c0bdeb54d,2023-07-13
ffd5c1bf-8b3b-4f3b-8190-f37dfa2c92ba,2023-07-13
b9431428-fa75-4e85-968a-16dc9736ab72,2023-07-14
13329392-293c-410c-bcc0-d97c6445a80e,2023-07-14
499f8afa-fe50-4d88-801f-a465537652f6,2023-07-14
40a40c4b-7101-477a-a476-0ffefb0f45d8,2023-06-22
070782df-ffa1-4be3-a9e0-20be149006dc,2023-06-21
04481fd5-117c-4acd-9e74-20ccec786ff0,2023-06-04
ac85ddea-cf48-4f17-a5c0-9674f4254e48,2023-06-24
69aa89aa-c68d-49b2-8849-341bbf69c990,2023-06-22
637c046e-cbc4-4e20-adec-f05fc5f94a1b,2023-06-23
e36761aa-8ab5-4383-80f3-0546cec58496,2023-06-23
5417153b-7875-4a64-a78b-80e1a28af785,2023-06-04
e6d48c25-b12f-4162-9b8d-601d33724c96,2023-06-03
c2f82d9a-93c8-4ec5-a9f9-49b72d514ebc,2023-06-04
0081608e-39ee-4dc9-b298-60bd4c15bcd4,2023-06-04
2cf2502b-4f23-41e8-a9f0-d96f892c56fd,2023-06-03
970c9d6a-92bd-43ab-9f92-424b937cdb5b,2023-06-04
9ce44e19-8f93-4a28-9a9e-1c8abd62e6a1,2023-06-21
eb5495dd-81ee-4d34-ab86-980f775871e4,2023-06-21
8fd99bfc-a991-4ab6-a222-36dccdee99a5,2023-06-21
43bad442-024c-4b72-83c4-8ed6688aca2d,2023-06-17
6adf6ac6-b72b-445f-8540-1c0ebd6c054d,2023-06-21
a2b7b124-0e48-4af3-a5bd-89e8ce72b189,2023-06-20
ca245f1f-91b3-40ae-a4e3-311d77257c91,2023-06-16
e735719f-2d7c-4856-a01b-e4b74ab7eac5,2023-07-10
142e032e-fcf5-48fb-acde-a3ecd99d84d2,2023-07-10
25531946-7383-4e8b-af6a-f8e7d8570829,2023-07-10
d6367151-7af2-4f6d-90fd-32d6237c3434,2023-07-10
9c2d9ced-0e04-46c0-9c4a-046a27f86f05,2023-07-15
3595c15e-fcb8-4018-ae2c-e578c00d4de6,2023-07-15
d590dc22-7e37-4be7-bb60-f4d0e561cf2b,2023-07-15
8da22d34-9e50-49c0-99c3-0e045312c351,2023-06-17
acd10806-0f1d-4d23-861f-292f3b664507,2023-07-11
76eba671-1930-4012-b0a5-712ffe064286,2023-07-12
c291bdca-1b2f-4601-8164-9bc09059f3fb,2023-07-11
0cb30612-c576-45c8-8f80-97420dd78141,2023-07-12
de2d531d-bc92-4049-974e-44af320f6180,2023-07-12
22e35731-8b41-47a4-9c32-92612004f9e4,2023-06-24
5aa7fbe3-57d7-44ef-a4b1-e3eae722591e,2023-06-23
80b1c8fc-9c0e-4e16-b43a-6228fbe5849f,2023-06-24
00c80081-870f-48b6-99f0-b7100fae0217,2023-06-24
7c0d37aa-6ec5-48d6-ae16-e5dd37048638,2023-06-24
915af2df-1e6a-42cd-a3ca-5fd89ef67ecd,2023-06-18
516072db-60ef-4653-b5f5-ef8e5b4494af,2023-06-24
eb4307ba-1c8b-43b8-8108-bc79aadb5b57,2023-07-11
82812d4b-1da0-4ae5-a5f6-5dab2a5d8880,2023-07-11
feedeb74-97df-42fc-8118-a0f749a85678,2023-07-11
3aeef1ad-7cc4-4daf-92d2-80578ad6d997,2023-06-16
7254ef31-923d-45e9-b171-bee37c5d8c01,2023-06-19
86dc747a-9566-451e-a74d-84f0739901da,2023-06-19
74c8917d-fd99-4791-a951-b6a528334ca8,2023-06-13
3627a7d0-40be-4953-bf1c-68e390bcb0ae,2023-06-17
148cd055-2436-4ccd-a8e6-02b86969dc2d,2023-06-16
b37f9492-1c24-4daf-a9f6-7f33408389d8,2023-06-17
79318767-11e1-444a-85e8-9941e4599cce,2023-06-17
e5a20123-66de-4dbe-8754-b1a3a922c652,2023-06-17
e908fb56-b594-40e4-99b7-04379e4916e3,2023-06-13
352c585d-9c10-462f-8be5-64654d5915d0,2023-06-15
72c67a33-c023-4667-92c8-ad6cdc8beb54,2023-07-16
50dd06ab-fac3-4dd8-8679-2b2228d92d3b,2023-07-16
81f75111-4114-451a-a971-275834264257,2023-07-16
cde8e984-c1e4-4d51-9332-67f509c9b4cf,2023-05-31
d73570bf-bffe-4767-bd17-071dc5a413d9,2023-05-31
345e46c8-c4bd-4fbe-bed0-c590b31524c3,2023-05-31
1b1ebb16-a287-4cdc-8ce0-05970823205b,2023-06-04
481e5ff7-e921-4544-a35e-3d3accdf021a,2023-06-04
14b099f4-ae1a-4ab4-b5f0-fc91b1c98a06,2023-07-12
cf9a67a7-6a6a-4906-a702-283c30167428,2023-05-31
67c30fe3-1f01-4b6c-8088-f601b0f860f9,2023-05-31
34227376-8dd9-4e25-8e78-a4222c74ea2a,2023-06-03
1cee3f48-05a4-4ec0-83e0-e3dbb9aa2594,2023-06-03
70268466-1b82-452b-99b6-ae93f6b9f0f1,2023-06-03
ef32b2b7-3993-4333-bccd-9d81362c26ec,2023-06-03
721711af-f104-4574-9521-ef83144b429f,2023-06-03
e4a7d396-584c-4bfa-b3ed-2582b7db64d9,2023-06-03
d2bb394f-3635-4335-81b7-34861e05652c,2023-05-31
f5279ad8-b888-4d8e-bb32-02b456e64bbc,2023-05-31
59656877-e2f1-4052-85b6-2fb21aaadf2c,2023-06-20
09bf679e-04d1-4f0d-9a6e-7b570046cc44,2023-06-15
6b84020f-7b7a-4c47-9913-22a7a5c6f475,2023-06-20
6097a6d9-1f63-43a5-858c-02cdb5ac1380,2023-06-19
0b7db93f-a91a-4305-bb1b-6f1ae4e39de1,2023-06-18
7dba6c63-bbcd-419b-b61a-97496c6739b3,2023-06-20
413aada3-ea13-413a-b3b8-74495f205aea,2023-06-14
139f9977-4ae3-441b-b80c-540f94c57b41,2023-06-14
845958dd-4f65-4224-9026-d268d472e66b,2023-05-31
a3cec72a-b6ba-4889-ae79-8f61bb1b8857,2023-05-31
771476a4-5b8b-49af-a453-e84d29db2e98,2023-07-13
6b738874-815c-4a48-aaae-22d3d92d0b10,2023-07-12
c67349f1-a004-4c15-b62f-a2b7eb7e0363,2023-07-13
db69a7a2-70bf-4949-b46f-6256fbbd84cb,2023-07-13
5bc8f339-4d6c-499c-8698-154de660f3ba,2023-07-12
27ac954e-02f5-49ec-8158-88fd4c1aa110,2023-07-12
d13a2882-79b3-4b9d-b764-10ca1ad1abe1,2023-07-12
d3f599b0-2078-4502-95e2-7bee25940a2e,2023-07-11
e28e103d-d1be-491a-afdc-8f33dc0a086c,2023-07-11
447e1ea1-3a52-4fb8-88ee-331fe7ff2d61,2023-07-13
4edff5ca-6279-4610-b89b-bba4594f75fa,2023-07-13
472ba655-8eb2-49eb-a8b5-e4a4529af425,2023-07-13
6777f546-3013-4f42-9eb5-413fe88d5dee,2023-07-11
e071ead3-73fc-4265-8806-57aad19bad27,2023-07-10
0821266a-0edc-4a8b-92b8-032ad71355f0,2023-07-14
39c40b27-7042-438a-b257-c8f739c1e9ca,2023-07-14
16f80e8d-1a61-4240-aac1-78ab8ab4e058,2023-07-14
67b4c119-7f09-45bb-bd32-ab6f9344b12e,2023-07-14
763f2d17-46ed-48db-8fe8-5594ec35fd32,2023-07-14
7739ed97-43a6-406f-9211-77ad3b94f9d3,2023-07-14
86a3f337-9741-4e15-86be-241a908f9be9,2023-07-10
f3d9a8fc-a0c8-4afc-9a0c-b4682c177af4,2023-07-14
49a3bd45-0be8-4b54-b5e7-3fa6c2152a40,2023-06-24
e5c42fb8-93ad-4273-aca3-21d2617c5c8f,2023-06-24
c9e72b40-c85b-4f8f-978e-69e183163497,2023-06-23
991ebb6d-2443-437a-8b9d-4162e4e0d927,2023-06-23
f0a5450e-47f3-4c23-a591-5c99bcdb3146,2023-06-22
a9e14c04-a89b-430c-9cd0-f13eb3d7a9df,2023-06-23
728e3bb1-c1da-4b6f-81ae-cae8839cd2da,2023-06-23
ec243987-8c93-4687-8281-8e5872f66e00,2023-06-22
54d5cfcf-7ff1-4b1c-bbdc-56b6c1b60ef0,2023-06-16
c27f953e-bec7-4c99-8fed-fc903e65cb83,2023-06-03
9f3e5b99-f2d7-423d-84a9-fbb4ef175a72,2023-06-21
6819f5c6-d72f-4264-bdf9-0fad5ba83cd2,2023-06-21
5f9c510a-658f-42db-92dd-9361479d3f92,2023-06-16
12fd2cd0-1f56-41ae-af0a-34f8c8c42ad3,2023-07-10
95ec84e9-afa4-43e1-81ca-e59b3e69eaa6,2023-07-10
4bbf8ca8-b4ed-45fa-8641-b355bb331fb1,2023-07-10
991d5d25-70b5-42d3-8911-838a4ead3bd5,2023-07-10
2ab50ea5-1e42-43fa-83fe-570144e635cd,2023-07-10
bf88bf84-c267-4426-8f32-c5a77a1a8ced,2023-07-10
ecaebfd5-c69e-44e2-bfce-b8f7ebfe7108,2023-07-10
0706d0da-5966-4dbf-bd70-23c87a34a8e0,2023-07-10
bc8e3bd1-c25f-49c6-ac4c-fc8129d08019,2023-07-14
a4278451-8486-49b0-b6b4-cfe787edd111,2023-07-14
03f23caf-087f-40bc-80a6-b25bd7f195fd,2023-06-18
c818d239-cc1a-409e-9bb5-0c2117ffdff3,2023-07-12
fe336234-c85d-48c2-96ce-32c62e6e7c37,2023-07-11
427ee32b-a8d3-44b7-85ff-aaa34da328d6,2023-07-12
97a16b82-47ab-4101-bd35-b512f14f8a2a,2023-07-11
6b7888cb-5548-4f0d-ab94-dbecac193573,2023-06-22
a25e7669-ebb9-49e1-adf9-8e51377c3e5d,2023-06-22
bc89f0c0-69d6-485d-8331-3b52bf51d085,2023-06-24
21266b62-70f7-49d4-adbd-228d199c2d0d,2023-07-11
4e5785dc-56f4-4ba7-a8fe-680d4af403bd,2023-07-11
30b545fc-7672-4317-b5ad-4b230c790ed8,2023-07-11
05a6e272-6c4a-4173-9bfe-340739424cae,2023-07-11
10b182c9-6818-4924-8914-db153f0a8f6d,2023-07-11
ebf9c22d-0db2-4f58-8363-1a20efcf0f77,2023-06-16
05981ab2-7321-4f66-b655-8b798a9c39b7,2023-06-15
5f7c829e-daec-4f1e-b5a8-8e9d5fef2213,2023-06-15
2e004406-f6b3-4170-8b1c-8685d9d80230,2023-06-16
071dca00-c11b-4b53-a051-1331a819fee8,2023-06-15
99611d46-f998-41bd-8aa1-6d107221fda5,2023-06-19
31df6527-e25e-4a01-ae9a-ba25813d7a09,2023-06-17
